Year,Africa Eastern and Southern,Africa Western and Central,Australia,Austria,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,"Bahamas, The",Belize,Bermuda,Bolivia,Brazil,Botswana,Central African Republic,Canada,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Costa Rica,Caribbean small states,Dominican Republic,Algeria,East Asia & Pacific (excluding high income),Early-demographic dividend,East Asia & Pacific,Ecuador,Euro area,Spain,Finland,Fiji,France,Gabon,United Kingdom,Ghana,Greece,Guatemala,Guyana,High income,"Hong Kong SAR, China",Honduras,Heavily indebted poor countries (HIPC),Haiti,IBRD only,IDA & IBRD total,IDA total,IDA blend,IDA only,India,Ireland,Iceland,Italy,Jamaica,Japan,Kenya,St. Kitts and Nevis,"Korea, Rep.",Latin America & Caribbean (excluding high income),Latin America & Caribbean,Sri Lanka,Lower middle income,Low & middle income,Lesotho,Late-demographic dividend,Luxembourg,Morocco,Madagascar,Mexico,Middle income,Malaysia,North America,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,OECD members,Pakistan,Panama,Peru,Philippines,Papua New Guinea,Pre-demographic dividend,Puerto Rico,Portugal,Post-demographic dividend,Rwanda,South Asia,Sudan,Senegal,Singapore,Sierra Leone,Sub-Saharan Africa (excluding high income),Sub-Saharan Africa,Suriname,Sweden,Eswatini,Seychelles,Chad,East Asia & Pacific (IDA & IBRD countries),Togo,Thailand,Latin America & the Caribbean (IDA & IBRD countries),South Asia (IDA & IBRD),Sub-Saharan Africa (IDA & IBRD countries),Trinidad and Tobago,Turkiye,Uganda,Upper middle income,Uruguay,United States,St. Vincent and the Grenadines,World,South Africa,Zambia,Zimbabwe
1984,160646748724.36,114516348920.8,193517245510.16,67985344886.8716,987143931.166987,83349530159.1734,1051134009.29975,1459880132.84934,18920840000.0,2041100000.0,214381949.02,985699968.0,6169483188.83417,188339974086.58,1240821849.27576,637820670.609046,356727872422.408,19623025627.1737,259946510957.143,6841639250.21886,7311938029.91455,7857729193.20343,2193581366.40722,38253120737.9671,3660477828.85798,15982824810.1128,11594000004.8308,53698548297.5643,480900837963.174,1457264926621.25,2235982147816.94,16912515183.2783,2332403164199.5,172102910370.524,52888800949.7428,1178001041.34242,530683779929.445,3561451562.23569,461483005638.353,4412279843.44423,48020024183.7969,9470000103.94584,437631605.263158,9708510805998.46,33511383985.6741,4915311846.5,103775370860.91,1816200000.24216,2545964829024.57,2845219285275.33,297176525826.322,144656607095.242,151191821040.195,212157639237.202,20106648454.8404,2864437621.66064,437887689001.543,2373564449.31052,1318381627007.46,6191437070.43467,98603703.7037037,97510235986.0046,639292019906.351,764325858454.203,6043474842.76729,780993433162.384,2677911888320.9,333163557.421089,1336604317430.23,4438435492.87908,14824668235.7834,3905938480.86119,184231211497.054,2599512223206.91,33942902256.9454,4395326572390.41,1461243326.83775,73484359521.4887,3117599872.08764,143912664148.352,62058271862.7546,2581207387.79709,9578521106787.23,31151825467.4978,6183387100.0,17600400384.5073,35730184921.1822,2552663565.32673,212921069101.947,19162600000.0,25217969049.5755,9328457473003.21,1587413091.46475,272676312680.721,10447615384.6154,3485165433.40439,19749361097.965,1087471861.98928,275527482096.399,275683682181.118,864000000.0,109201362589.001,494483241.372298,160992928.613245,919103735.322904,480300216521.686,975908209.64252,41797647303.3483,714278722532.596,272676312680.721,275683682181.118,7757083334.68006,59990263932.8983,3615647477.06862,1802314273336.5,4850238549.61832,4037613000000.0,135024987.777778,12311633033275.5,84870134616.1773,2719518932.99541,6352125900.0
1985,136759437909.949,116776995132.665,180634851530.181,69386774408.0872,1149979285.77347,86268264148.3796,1045712789.8201,1552493197.28083,22278423076.9231,2320699900.0,212643742.665,1039500032.0,5377276555.06886,210879844638.877,1114783538.17406,864849836.841362,366184030237.795,17702885393.519,309488028132.653,6977650648.47401,8544810503.47403,7195042616.0071,2160872541.41887,34894419525.2817,3919203960.39604,15814763265.9632,5044579439.00213,57937868670.1937,526325244782.652,1455540349922.63,2359536624595.28,17149094589.9827,2396184860778.49,180793463796.477,55875863392.1719,1141168779.51157,553138414367.061,3339914759.37269,489256281228.667,4504342149.43471,47820851221.3175,9721652086.95652,453488372.093023,10194067191689.5,35699772165.7093,5278120712.5,103167273762.249,2009400000.0,2642524425526.32,2947286345770.03,303420381551.106,145317223261.027,156911943796.002,232511561180.057,21270013325.5601,2984054752.93721,452217492140.757,2100238892.94137,1398892549340.87,6135034338.30431,111007407.407407,101296177099.552,629334804009.319,755896507938.208,5978460972.01767,836784764508.394,2775874534098.37,268629925.923116,1446300965545.52,4577211767.10374,14991283215.7408,3802557894.8719,195241386179.148,2696619172045.72,31199637541.3219,4706202530269.8,1440581653.32328,73745821158.2254,2683699935.36479,143845822717.622,65416626280.899,2619913955.51556,10088394120629.9,31144920844.3272,6541517100.0,15078736875.387,34961486974.8541,2423338768.34277,214701499607.543,20289200000.0,27115807742.0873,9822918990615.54,1715626336.53326,296510765025.754,8075259600.3398,3818944920.01861,19156532745.7691,856863164.455394,254278552801.717,254455395790.1,873000000.0,114123205983.088,360079419.480205,179691474.285381,1033069709.99506,525667890496.16,1035987180.13488,38900711298.1934,705537546137.029,296510765025.754,254455395790.1,7375918367.34694,67234937530.7236,3519695212.52773,1834108045681.45,4732025669.96467,4338979000000.0,145641705.185185,12897178603739.5,64459376103.5598,2252454500.14896,5637259300.0
1986,153050335915.693,107886511308.918,182472020145.495,99036164939.1618,1201725497.06578,120018787249.413,1336102026.99646,2036303360.30075,21774033333.3333,2472500000.0,231638320.535,1173500032.0,3959382833.0878,256480852471.129,1392602040.14794,1122265014.86379,379014731199.831,18891048818.7752,300758100107.246,9158302111.36131,11857056214.3301,8095367168.21769,1849268214.68184,34942489683.9712,4418983870.96774,14441261965.7809,6122127855.10508,63692012412.3215,525026601298.333,1471507593965.89,3082609431901.86,15314143988.0621,3362907352245.57,251321075204.942,73531550551.255,1290267529.56847,771470783218.108,3403638193.57912,601455004221.653,5735921420.38769,56379593476.1441,7231963515.98174,504651139.534884,12377564712374.4,41075395130.2862,5677828959.0,118612183964.842,2318000000.0,2755085729092.69,3062487003592.81,307389061412.181,131018133500.046,176286391575.488,248985994042.212,28714571852.4799,3989626783.50265,640386352773.087,2754549414.34805,2078952922458.31,7239126716.93219,130685185.185185,116836802995.065,638062538337.663,765359263970.317,6405210563.88294,902375564002.84,2891559004748.67,318858469.538225,1540156977218.76,6685595087.59256,19462086253.3066,4347989798.80705,134556126316.62,2798928238733.82,27734114980.9699,4959819231231.83,1904097000.74963,54805852580.9129,2885799993.91571,200862095700.666,78692674637.045,2850782092.69387,12218980287921.0,31899070055.7967,6797834200.0,21859448586.485,33987206739.2067,2647995147.96727,207046319398.622,22009300000.0,38745901353.7059,12002144837791.7,1944710687.94188,314034899880.353,10092200000.0,5392093452.44722,18586746056.9974,490177396.181524,261182778464.138,261402850880.429,891000000.0,150498409835.874,449140383.953373,221147073.282651,1067828247.23579,524370868953.538,1441695857.94158,43096774496.625,711641297660.481,314034899880.353,261402850880.429,4794444444.44444,75727813488.7659,3923244170.44145,1857700185343.29,5880106316.82633,4579631000000.0,160846656.666667,15252515336773.9,73354782108.0547,1664413508.09853,6217523700.0
1987,186658478814.26,110728825941.601,189487824245.633,124168442533.74,1131466494.01101,149394404105.889,1562412225.8134,2369834946.56655,24298032258.0645,2713999900.0,281082558.585,1296499968.0,4347956337.83337,283056836893.838,1965227085.13155,1200991976.20364,433139928035.931,22255745799.7326,272972974764.574,10087654451.341,13049659963.7047,7661625472.57705,2297753649.27979,36373307085.0887,4532952047.15628,15521767449.3634,5827050248.06501,66745822963.0787,518938502263.918,1495076737734.36,3619762729461.22,13945431882.2271,4159431451515.9,318747935588.196,91594751792.2359,1177947649.45097,934173305685.911,3281797038.6659,745130338365.8,5074829931.97279,65652750377.4535,7084399840.0,354591846.938775,14345410483598.3,50622896162.6006,6190521241.5,130456353406.227,2047200000.0,2836707800974.45,3170194994177.58,331097179326.617,134041262796.61,197350220193.491,279033584092.223,33920518492.5094,5520320783.44209,805713128174.485,3287007521.26367,2532808573157.03,7970820530.76691,147748148.148148,147948259722.577,699109189467.024,821438499128.091,6682167119.56522,886692535665.643,3007726506256.31,402768258.541937,1625958434413.46,8320902215.01891,21765195948.189,3212900560.81729,147542611736.835,2899470710783.83,32181205900.5823,5289651428003.93,2233006101.94475,52676041931.1087,3851200117.77355,245046310922.541,94230606535.1134,2957255379.54315,14150712774129.5,33351529274.6869,6827665300.0,36889706592.6843,37791488666.0743,3143851216.95783,226768534647.029,24025800000.0,48182925857.4071,13915782174308.4,2157432667.84224,348690416778.919,12093333333.3333,6487353094.14856,20919215578.2125,660115531.970675,296944898332.112,297209471954.192,980000000.0,183008435689.943,584125996.62743,265212941.116457,1163426850.65024,518290373654.716,1697428000.68525,50535445679.8106,764012497642.108,348690416778.919,297209471954.192,4797777777.77778,87168298081.8679,6269522147.44353,1989957753559.59,7367504969.95853,4855215000000.0,175580647.407407,17372959408471.9,96535747613.8244,2265250972.34879,6741215100.0
1988,204765985926.278,109438851253.754,236152526238.564,133339397080.129,1082403219.48787,162299103675.261,1620246084.77733,2616040480.57952,26579005760.2634,2817900000.0,320093360.27,1415100032.0,4597612362.09771,307881930752.268,2644554881.84186,1264899288.27967,509379677196.071,26040052657.0843,312353631207.819,10255169812.0186,12236057369.912,8861299976.74158,2212536313.33492,39212550050.4223,4614629898.40348,16459954911.6078,5374300274.57321,59089400190.4837,575483688565.975,1555302003152.91,4354920545659.52,13051886552.3377,4574521460012.74,376160409941.437,109058990760.483,1110009264.06069,1018847043277.17,3834503378.35525,910171030657.68,5197840972.6857,76261277924.5736,7841602824.42748,413799990.0,16151219796861.9,59707404560.5944,5902717091.41631,137681617095.984,2613926800.0,3037192192086.19,3364776021250.51,328077583890.664,137620710028.006,190498314175.031,296589677725.074,37772896220.7559,6106638182.38953,891608957155.608,3828342704.09708,3071683812149.66,8355380879.12955,172692592.592593,199590823957.237,759914669809.624,900990448826.754,6978371581.26375,896894243934.224,3180356207103.73,470395904.054049,1773983340014.25,9418167855.18376,25705296183.5037,3189456961.27041,181611150496.787,3084956766681.63,35272104730.5683,5747232777228.07,2280356194.14559,49648470440.4593,2630900095.60219,261910508417.884,101900521458.037,3487009748.35638,15950200829698.4,38472742808.3167,5902783400.0,15439408447.2,43152128958.6116,3656179989.10101,238039780716.817,26385800000.0,56347250696.3788,15676188303230.4,2395492695.13767,374679367843.736,14372555555.5556,6418419392.52726,25371462488.1292,1055081242.2874,313276890344.114,313579138925.446,1161000000.0,206988363594.82,692026606.934121,301985636.80955,1482597298.88729,574764937806.373,1873745515.35744,61667254410.673,838320487980.655,374679367843.736,313579138925.446,4496910569.10569,90853080152.2135,6508931651.66667,2185346524589.52,8213526913.66289,5236438000000.0,200726712.592593,19394022898347.0,103976854738.412,3728878148.80792,7814784100.0
1989,218241607366.27,102254998562.584,299875825286.858,133105805512.22,1113924130.41149,164221056511.057,1502294413.87362,2615587729.97265,28781714763.8909,3062000000.0,369133890.705,1501500032.0,4715972853.37585,412990820287.42,3083822367.10683,1233930279.03002,567225367034.465,29885218681.9835,347768051311.741,9757410629.74456,11012566178.1825,9021862775.18112,2389593021.94866,39540080200.3938,5251025767.47627,16872865240.8504,6686593059.93691,55634719135.3597,622373424237.77,1584652248354.85,4536212294968.79,13890828707.6493,4672689376253.42,414757056921.996,119012054870.445,1182660000.0,1025211803413.53,4186411457.4569,926926143222.19,5251764269.91812,79169043222.8284,8410724360.79545,379779389.705882,16899764444681.4,68790222117.7576,5432344901.72414,140602461086.649,2736243800.0,3164104713185.12,3496626582886.94,332445061090.591,132645444778.802,199980515581.862,296042058867.01,39238392677.7542,5672570277.78609,928661332204.347,4404938108.99142,3054913797217.03,8283114648.38116,192518518.518518,246927292765.02,863824214500.633,994835204858.415,6987267683.77254,884736574447.044,3321322715298.63,495409138.180352,1891766247083.54,10037674037.674,26314313191.1826,3175638332.64471,221403143240.479,3216442505896.83,38847970073.3093,6210306867066.47,2179567111.0004,44003061108.4005,1013184755.57026,258336705808.999,102633934390.615,3525225832.99053,16691782038666.2,40171105580.1973,5918469800.0,22499559086.0587,48513772976.7115,3546470500.90388,241069993446.627,28161200000.0,60594092182.3275,16372697957121.3,2405022587.80045,378112968995.079,21408111111.1111,6366039362.80037,30465364738.6206,932978182.014388,319238233553.956,319563247910.21,542600000.0,217949132622.507,696921409.513751,324333385.605606,1433686309.83641,621596110509.658,1838552523.37741,72250747142.1734,929914241888.605,378112968995.079,319563247910.21,4323058823.52941,107143390749.858,5276480789.75396,2333154208117.54,8438946947.60228,5641580000000.0,214745002.222222,20266663642625.5,108055603481.557,3994673161.02649,8286322700.0
1990,254062093241.871,122387353859.461,311430632641.087,166463386179.354,1132101252.51817,205331747947.851,1959965330.47596,3101300779.08364,31598341233.463,3166000000.0,549500000.0,1592400000.0,4867582597.52327,464989098144.854,3790636664.02546,1440711459.411,596089064840.248,33113525803.8067,360857912565.966,10795850584.5874,12314482629.9082,9349764580.41173,2798746050.58236,47844090709.9908,5711687786.75989,18149076125.7684,7073675544.79021,62048505222.3414,667200070409.87,1860056796275.85,4738184774160.96,15239278100.3502,5880688023843.26,536558591250.408,141438345513.917,1337017258.55191,1269179616913.63,5952293765.84484,1093213710428.01,5889174833.90034,97891092003.4394,7650196276.73508,396582263.291139,18985012664862.0,76928784620.8158,4923009551.55642,162560597218.284,3096289800.0,3638437908431.4,4017383514929.54,378625893677.558,146299168037.11,232630137929.562,320979026420.035,49305632408.4929,6468739130.22964,1181222653522.95,4592208086.69235,3132817652848.04,8572359162.86876,217259259.259259,283367525714.932,1037525767088.18,1182388726802.35,8032551173.24014,948098011389.765,3826579677452.66,596410302.16263,2036712896681.06,12778792853.6939,30179955995.515,3931334870.6285,261253660211.684,3697346151633.17,44024585239.6137,6560825464840.25,3512356508.47435,54035795387.8086,1009455476.10732,318330511920.61,119791045690.118,3627560281.90505,18803260663340.5,40010423970.4576,6433967000.0,26410386669.3532,50508286641.5746,3219730364.99623,394420886654.357,30603919000.0,78713860216.5659,18377400960323.7,2550185692.53721,407066728402.152,33641222222.2222,7390967361.65927,36144336768.7023,649644812.644707,375031690306.907,375424931159.041,388400000.0,261846636897.068,1114694112.47478,392163560.879912,1738605558.05436,666366770410.336,2212905422.64086,85343189320.7519,1112474893935.63,407066728402.152,375424931159.041,5068000000.0,150676194826.809,4304399314.79883,2756767439045.53,9298806525.099,5963144000000.0,240366666.666667,22861712031487.9,126048148261.474,3285217391.30435,8783816700.0
1991,276856728335.501,118039698015.641,325981640935.417,173794177961.108,1167398478.3459,210510999409.333,1986437797.87672,3135045586.20845,30957483949.5798,3111160000.0,599000000.0,1634900000.0,5343261959.67632,407729053018.907,3942877353.59054,1377374987.52052,612513895512.609,37835245155.9327,383373318083.624,10492628587.8592,11840192304.4132,9625436872.51075,2724853507.64996,49637993948.8402,7196276092.461,18032792661.6371,9824483368.0088,45715676428.2766,723660415505.293,1968877107462.78,5349238155317.49,16988535267.6338,6114122875186.22,577166174539.632,127773856785.767,1383883718.52673,1269276828275.78,5402919788.23153,1142766274398.22,6603130039.87292,105143232379.884,9406135143.41165,348533094.812165,20077019486047.5,88960001715.744,4648668478.56753,176588552457.85,3473562850.28022,3517602600753.95,3915793184881.12,398382717615.294,146920446197.126,252280312321.058,270105341879.226,49787501584.4847,6909725408.11499,1246220156079.29,4106207649.05547,3584420964070.07,8151488881.9683,220540740.740741,330648530715.211,1096033508686.73,1255265130869.2,9000362581.58086,881412281443.795,3697670722944.61,704325366.718393,2039346669796.41,13834219728.293,32285573573.9185,3254713056.02171,313139656145.745,3553641933496.78,49143148094.2683,6772277795512.61,3285796877.19799,49118434950.4188,1488804123.71134,327500327675.625,121871665528.423,3921476084.89072,19902760618767.8,45625336680.2047,7074675500.0,34341465998.2003,51784144314.5523,3787394957.98319,211358138047.287,32287031000.0,89233599278.4792,19390950004995.6,1911600232.09279,362155183204.799,44171194366.2039,7255210474.43418,45466164978.2923,780098205.215036,393057781842.081,393456869265.369,448100000.0,274230545848.399,1156135717.94598,398307144.759003,1877137983.02923,722756599317.845,2177399825.45509,98234713407.7323,1187645180028.51,362155183204.799,393456869265.369,5307905882.35294,151041399039.068,3321729157.61296,2677432849078.89,11206174799.5619,6158129000000.0,254829629.62963,23834453957464.7,135203698237.977,3376806697.1218,8641481700.0
1992,246088124935.718,118893094121.79,325532426233.227,195078126721.763,1083037670.60484,234781652446.675,1695315305.70308,3356692508.3457,31708874594.1645,3109000000.0,693500000.0,1679900000.0,5643869230.99931,390566561752.671,4146464586.61674,1411917554.45482,594376087449.388,45964855773.9876,426915712715.856,11152971284.4479,12071775346.4187,8227343907.26679,2933222705.7974,58394443348.9332,8564041894.92938,17750354024.3223,11605382504.0,48003133346.9957,811064516905.33,2163166983544.97,5844850958070.34,18094238119.0595,6745618204470.38,630916018202.503,112532519246.084,1532411208.98387,1401465923172.24,5592390832.66829,1179713014951.83,6416079341.97329,116224672863.783,10440781587.5435,373573141.486811,21595262628678.4,104272503148.988,4943700431.07368,133058720157.94,2257129873.67081,3701861762943.06,4063636192649.12,361568265924.166,147612421861.855,213915982271.235,288208066640.584,55918538121.3989,7080977636.41567,1320161644933.23,3535460089.80719,3908808434705.26,8209120678.11342,242137037.037037,355525267405.367,1181392530141.94,1361340161546.99,9703011635.86585,923357143412.349,3819310056693.51,831029813.140829,2075918077864.69,15518702634.8808,33711069430.78,3714966675.01207,363157793810.136,3712563843245.6,59167550162.956,7116382987449.39,3386232582.4161,47794954191.501,1792800000.0,362962872180.451,130838022522.86,3401211581.29176,21404714023723.0,48884672605.0356,8042337700.0,35966302303.263,60422329031.6279,4377980510.05598,172593311731.322,34630430000.0,107592098307.098,20810961097254.5,2029026956.63554,384619247242.886,7031933491.84899,7769817847.278,52131330700.4439,679997997.597116,363398293662.597,363862082115.389,404600000.0,284319488252.297,1284759852.46684,461409398.855893,1881847671.47122,810051537303.658,2300598696.19391,111452745855.989,1293163079803.56,384619247242.886,363862082115.388,5439552941.17647,159094972321.748,2857457760.91789,2794814023931.18,12878150209.9029,6520327000000.0,277955555.555556,25484024569814.2,146956142398.778,3181921787.7095,6751472200.0
1993,242926405780.188,99272180411.2503,312138139404.16,190379720809.18,938632612.026359,224721795708.955,2274558078.74486,3199536459.58343,33166519417.9894,3092000000.0,751000000.0,1820359900.0,5734699040.65963,438299504463.02,4160129174.70569,1278781259.30117,579059001030.922,49298281355.6317,444731282435.515,11045760268.6156,16181814683.9551,10706259936.7425,2684323618.40365,66474101329.3543,9582868509.89998,19224165269.2354,13081042400.0,49945585165.7899,890298100067.917,2376229055511.09,6536237529932.08,18938717358.6793,6172471796791.99,525075636030.854,89214114708.0254,1636101246.9394,1322815612694.0,4378645081.01769,1061457883633.55,5968905678.89099,108809059155.767,11400018312.9302,454101382.488479,21761907547794.2,120354207288.828,4926728932.95069,137974875225.509,1878253818.08352,3977963109219.55,4330925467103.73,352530368672.37,132706122125.015,220372522126.735,279295644530.09,52417477613.676,6218583218.06303,1064958075550.63,5440075675.74067,4454144444407.9,5751786609.50323,263755555.555556,392666101884.959,1388822926019.88,1577325564649.26,10338679635.7616,897000718772.014,4078054469337.48,835582169.020455,2166490210483.83,15925521222.0149,31655473663.8348,4063298919.2868,500733386969.941,3965957275221.92,66894966968.9736,7439438360930.93,3052673843.8613,27752204787.489,1756454248.36601,353550169672.52,120578717965.736,3660041666.66667,21696329187635.9,51809999353.1614,8782585400.0,34832077220.8537,62036529909.6817,4974550286.18152,153008614062.501,36922456000.0,95009751901.2592,20948371516255.0,1971525718.16062,380986910706.292,8881010081.24942,7367986228.20805,60603821967.4681,768812334.801762,340402814717.366,340910457626.427,428764705.882353,212952606992.293,1357189724.73828,504230588.114201,1463251161.33494,889186161626.55,1676225629.24127,128889262554.627,1505498659371.34,380986910706.292,340910457626.427,4669491425.1222,180421862247.805,3220439044.18949,3068883874615.94,15002138240.0392,6858559000000.0,286307407.407407,25905901713517.0,147194766334.415,3273507753.87841,6563813300.0
1994,239610677916.949,86636400265.8363,322809408509.166,203535242741.838,925030590.153683,244884129491.198,1598075944.85876,1895290638.27038,33768660882.793,3259000000.0,771500000.0,1867160100.0,5981223290.32467,546229749726.263,4259258810.89328,851174357.309582,579944346807.264,57008877553.41,564321876346.387,8313557515.30312,8902446257.70445,5820382248.28202,1769365438.88526,81705497616.5703,10486787030.348,20205168289.827,14644734247.7401,42543177031.1723,1071324397430.25,2497962203210.62,7403854162598.85,22708673336.6683,6515617848992.98,530562634455.347,103299943084.804,1825732092.54674,1393982750472.59,4190819346.82143,1140443311074.5,5446370114.57708,116601801966.292,12983233686.9938,540874934.201012,23425703507936.5,135811776884.01,4642280682.14252,116858509287.217,2167569095.12236,4332708771702.49,4685118960920.85,351486400435.632,133300725340.589,218693076613.186,327275583539.559,57097656065.96,6389462322.04938,1099216688280.5,5452558892.09715,4998797262443.29,7148148564.04239,295159259.259259,463617399962.661,1587966516149.98,1790101644829.42,11717604208.8223,952834991834.095,4409141222652.78,878250862.834133,2456582443329.87,17701798890.7644,35604137422.5796,3522227094.14223,527810631731.248,4298394115140.09,74478356957.7808,7869047506907.27,1938058176.41585,33833043777.7372,3863185119.04762,379130260322.073,127131604641.39,4066775510.20408,23279672410310.1,52293471392.5867,9365289800.0,44882079766.8913,73159337838.4005,5502786069.65174,135924691115.954,39690630000.0,99688641304.3478,22521879706695.1,753636370.454545,432196055451.721,12793798418.3843,5034588198.68019,73688716390.6153,911915970.683484,324340772654.154,324862204377.182,605492537.313433,229034457106.495,1419294121.1812,517570058.151034,1179837963.95379,1069986366066.84,1335309429.65899,146683779608.917,1708158258793.5,432196055451.721,324862204377.182,4947181506.38931,130651877908.195,3990430446.71216,3345607407893.09,17474590050.7212,7287236000000.0,289437037.037037,27899567789057.4,153512697970.738,3656808232.64295,6890675000.0
1995,270327154574.644,108690885030.356,368140778140.778,241038283062.645,1000428393.88528,288025588396.278,2169627138.34967,2379517975.75103,37939748768.6567,3429000000.0,818500000.0,2030750000.0,6715162198.52406,769333330439.52,4730599690.73974,1115389673.9125,605941036992.133,73446446283.0164,734484863889.36,11000146268.6884,10864772473.0524,5643439376.10491,2116003868.17373,92495970511.3951,11578594259.8675,22270861759.5448,16637370839.1608,41764291963.8532,1321735880770.36,2560945788026.81,8407270073236.73,24432884442.2211,7515452849974.94,614609020549.773,134189814814.815,1970301019.19887,1601094756209.75,4958845649.02823,1346252041210.47,6464389656.21299,136878365936.167,14655404433.2771,621626785.915493,26016528623343.2,144652289130.669,5347445005.21376,136471948148.075,2813313278.81082,4897137935207.43,5303331574441.84,405263109955.894,156253994796.223,249492463233.906,360281907854.994,69139823232.3232,7123637088.75434,1174662070605.02,6577520705.21268,5545564892181.15,9046320196.77295,313485185.185185,566583427334.137,1677764154596.97,1921600530928.82,13029697560.9756,1080682109013.77,4950449206237.63,1001894000.27846,3018344023471.3,20853093869.7318,39030285468.3841,3838100902.25012,360072506961.293,4825314214232.54,88705342902.7113,8247720786992.14,2302537562.69931,44062465417.9421,4140470000.0,452301674444.139,152030652228.016,4401104417.67068,25663192019641.3,60636071684.1918,9573813700.0,53312793687.3836,84644329824.7159,4636057476.42568,174758803193.927,42647331000.0,118122007430.012,24978715758135.3,1293535192.21661,479707317022.57,13830369852.313,6326342634.65422,87812540788.4293,870758739.40678,377022370501.935,377566591336.159,691590497.737557,267307061910.144,1698989463.99106,540733047.733048,1445919894.86249,1320085097807.83,1779348593.14893,169278918603.436,1833883373145.99,479707317022.57,377566591336.158,5329217896.54571,169319354340.48,5755818844.54988,3744627507199.11,19297663096.5506,7639749000000.0,316007407.407407,31051499245623.4,171735933897.331,3806982678.89363,7111270700.0
1996,269490833464.816,126287285162.712,401310823652.743,237250948791.266,869033856.317093,279201433224.756,2361116448.13525,2586550594.03222,46438484107.5795,3609000000.0,851500000.0,2695390000.0,7396948397.53774,850426432991.742,4847757703.86629,1007791126.56226,630597987889.282,78575020639.4728,863749314718.538,18071152820.9832,11093538840.5385,5771454939.62404,2540697537.70424,97153389010.9466,11678424507.2457,24291634283.2029,18241622255.7141,46941553939.5593,1518091688363.74,2792350894378.17,8101132439890.59,25226393196.5983,7604358498831.92,642588992512.807,132129174216.93,2128696643.62574,1605675086549.56,5694039999.86528,1421711933486.21,6932984635.632,145861612400.906,15674835615.3139,705406001.424501,26240641324883.5,159718180108.942,5215028986.48649,148315268097.964,2907517543.35846,5348738916926.96,5805057320128.42,455586035969.385,172449894064.987,283806954525.856,392896860670.885,75790786290.3226,7426082270.67669,1312426527795.21,7393891854.4065,4923393495138.77,12045865466.4343,333944444.444444,610169556840.077,1831882512080.05,2079817890114.09,13897738375.2488,1206368113838.54,5428042349965.1,946112456.168268,3329641134915.49,20895314657.9805,43161572352.9793,4931861036.68369,410972976953.229,5288859968669.82,100855393910.486,8706415377889.29,2405686938.76483,51075815092.5,4308351902.78601,450490196078.431,163519897878.102,4521580381.47139,25880226257352.7,63320170084.4076,9870494000.0,55252414130.3019,94648084429.0341,5155311077.38998,194165113279.811,45340835000.0,122630089680.27,25097110656154.6,1382334879.40812,524814569929.731,9018303128.0189,6559712162.47057,96293097894.9194,941742152.709895,393974496885.456,394512902071.406,861372046.454058,291745732990.835,1602741771.57434,535250347.089479,1607345354.92671,1516195666676.53,1991429217.6411,183035238433.438,1993801976965.84,524814569929.731,394512902071.406,5759570495.96598,181464650312.271,6044585326.938,4082479563769.84,20515457255.7546,8073122000000.0,331488888.888889,31745724938568.6,163234919052.67,3597220962.00017,8553146600.0
1997,283446224788.413,127602388366.019,435613768959.97,212790348404.555,972896267.915425,252708051420.839,2268301645.09367,2447669100.46978,48244309133.4895,6332360000.0,868000000.0,2932827000.0,7925736318.63679,883206452832.811,5020265168.28901,937741512.447574,654987932556.605,85728899954.449,961602019650.615,18047558026.6049,10789458426.1088,6090840548.18784,2322719101.28455,106656492324.769,12614602382.2012,28416253263.3071,20017449966.0857,48177612042.1507,1571653095184.72,2984903627916.2,7744674417552.83,28162053026.5133,6952189647138.43,590077272727.273,126912152101.707,2090221137.02876,1452884917959.09,5326817111.31062,1561715127635.22,6891433840.90915,143157600149.757,17790026221.6139,749138009.56454,25791737299604.7,177353167213.821,5737099650.19011,154577457887.301,3338949151.59927,5671483037214.01,6147194034003.19,474751908908.994,176072253065.301,299523051689.677,415867567334.185,82856648758.3572,7569673903.96179,1241879604365.62,8400041802.63506,4492449998031.88,13115764432.7232,374641307.974641,569754543829.957,1998857548431.91,2280268567139.38,15091913883.7091,1250994289523.67,5746357231856.67,998004330.90987,3486552209715.33,19563836265.2233,39147844526.0838,4262965421.14559,500416010941.521,5596554559132.65,100005323301.867,9235475216556.61,2290318908.81986,54457835603.1357,4389973334.97976,416812740004.518,161356612878.694,4918691916.53516,25485456595205.5,62433340468.0228,10677286100.0,58147522522.5225,94106316500.6777,4936615298.79367,213951798021.827,48187039000.0,117016535162.95,24602580608643.4,1851558199.35773,550548635667.583,11681179570.9007,6041478722.24648,100123798454.007,850218033.622007,409061975713.872,409664928804.905,926422500.0,268146349551.014,1716714194.30934,598967022.07205,1544689575.99186,1569690177940.6,2036956850.59888,150180454390.446,2187247412386.5,550548635667.583,409664928804.905,5737771217.16915,189878399894.643,6269333313.17108,4345555737600.82,23969738387.6719,8577554457000.0,347770370.37037,31629694547537.6,168978069551.36,4303290116.56546,8529571600.0
